type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10
Control,Durham,L0C,Fast Casual,Franchise,5,Yes,Yes,1-10,20.36,No
Control,Peel,L7C,Casual Dining,Franchise,2,Yes,Yes,1-10,15.05,No
Control,Toronto,M1Q,Fast Food,No,3,Yes,Yes,1-10,16.29,No
Control,Toronto,M1A,Fine Dining,Franchise,1,Yes,Yes,1-10,17.28,No
Control,Durham,L1P,Fine Dining,No,7,Yes,No,1-10,17.22,No
Control,York,L6C,Family Style,Franchise,11,Yes,Yes,1-10,11,No
Control,Peel,L6Y,Family Style,No,8,Yes,No,1-10,19.57,No
Control,Toronto,M2D,Premium Casual,No,2,Yes,No,1-10,16.06,No
Control,Halton,L0P,Fast Casual,No,1,Yes,No,1-10,13.48,No
Control,Halton,L6H,Fast Casual,No,16,Yes,No,10-20,16.17,No
Control,Peel,L6V,Premium Casual,No,2,No,No,1-10,18.43,No
Control,York,L6C,Family Style,No,16,Yes,Yes,10-20,15.35,No
Control,Toronto,M4A,Fast Food,Franchise,6,Yes,No,1-10,16.74,No
Control,Toronto,M3S,Fast Food,No,16,Yes,Yes,10-20,15.74,No
Control,Durham,L0E,Fast Food,Franchise,1,Yes,Yes,10-20,19.36,No
Control,Halton,L6H,Premium Casual,No,10,No,No,10-20,15.42,No
Control,York,L3Y,Fine Dining,No,2,Yes,Yes,10-20,16.24,No
Control,Durham,L1M,Fast Casual,No,9,Yes,Yes,20-30,14.98,No
Control,Durham,L9P,Fast Food,Franchise,11,Yes,No,1-10,17.65,No
Control,Peel,L5P,Casual Dining,No,4,No,Yes,1-10,19.51,No
Control,Toronto,M0K,Premium Casual,Franchise,10,Yes,Yes,10-20,17.74,No
Control,York,L0G,Fast Casual,No,12,Yes,Yes,10-20,16.02,No
Control,Durham,L0C,Casual Dining,No,3,Yes,Yes,1-10,18.23,No
Control,York,L6B,Fast Food,No,7,Yes,Yes,1-10,18.75,Yes
Control,Toronto,M0W,Fine Dining,No,5,Yes,No,10-20,17.25,No
Control,York,L0H,Casual Dining,No,15,No,Yes,10-20,18.17,No
Control,York,L7B,Fine Dining,No,20,Yes,No,1-10,16.61,No
Control,Durham,L0C,Fast Casual,No,17,Yes,No,10-20,13.27,Yes
Control,Toronto,M4V,Fine Dining,Franchise,15,Yes,No,10-20,17.48,No
Control,York,L9N,Fine Dining,Franchise,1,No,No,1-10,14.15,No
Control,Durham,L9L,Fine Dining,Franchise,4,Yes,Yes,1-10,12.61,No
Control,Toronto,M0Z,Fast Casual,Franchise,14,Yes,No,20-30,17.13,No
Control,Toronto,M0U,Fast Food,No,3,Yes,Yes,20-30,15.6,No
Control,Peel,L6Z,Family Style,No,16,Yes,No,1-10,16.44,No
Control,York,L9N,Premium Casual,No,9,No,Yes,10-20,11.69,No
Control,Peel,L6R,Fast Casual,No,7,No,Yes,1-10,18.96,No
Control,York,L3P,Fast Casual,No,3,Yes,No,1-10,12.19,No
Control,Toronto,M6O,Fast Casual,Franchise,19,No,Yes,1-10,16.9,No
Control,Toronto,M1H,Premium Casual,No,17,Yes,No,1-10,21.73,No
Control,Toronto,M5Y,Family Style,No,2,Yes,No,10-20,17.23,No
Control,Peel,L7C,Fine Dining,No,6,Yes,No,1-10,14.84,No
Control,Durham,L0B,Casual Dining,No,4,Yes,No,10-20,18.58,No
Control,Toronto,M2F,Casual Dining,No,9,Yes,Yes,1-10,13.48,No
Control,Halton,L6M,Fast Casual,No,9,Yes,Yes,1-10,14.92,No
Control,York,L3S,Fast Food,No,9,Yes,No,1-10,15.16,No
Control,Toronto,M0F,Family Style,No,11,No,Yes,1-10,20.17,No
Control,Peel,L4W,Casual Dining,Franchise,10,No,No,10-20,19.58,No
Control,Peel,L4T,Casual Dining,No,22,Yes,Yes,10-20,15.57,No
Control,Halton,L6K,Fast Casual,No,9,No,Yes,1-10,12.67,No
Control,Toronto,M8F,Family Style,No,3,Yes,No,10-20,15.49,No
Control,Halton,L9E,Fast Food,Franchise,12,Yes,No,1-10,20.97,No
Control,Toronto,M8Z,Premium Casual,No,13,Yes,No,1-10,15.93,No
Control,York,L3R,Fast Casual,No,2,Yes,No,1-10,16.91,No
Control,Durham,L1V,Fine Dining,No,13,No,Yes,10-20,21.93,No
Control,Toronto,M2T,Family Style,Franchise,13,Yes,Yes,10-20,17.27,No
Control,Halton,L0P,Family Style,Franchise,13,No,No,1-10,16.78,No
Control,Halton,L6J,Casual Dining,No,5,Yes,No,1-10,16.69,No
Control,Peel,L4Y,Casual Dining,No,12,Yes,No,10-20,14.94,No
Control,Durham,L1H,Fast Food,Franchise,13,Yes,Yes,1-10,18.91,No
Control,Peel,L4Y,Fine Dining,No,1,Yes,Yes,1-10,18.21,No
Control,Toronto,M3Z,Premium Casual,No,10,Yes,No,10-20,11.91,No
Control,Toronto,M5X,Casual Dining,Franchise,25,Yes,Yes,10-20,21.22,No
Control,Toronto,M7E,Fast Casual,No,9,Yes,No,10-20,19.91,No
Control,Peel,L5C,Fine Dining,No,10,Yes,Yes,1-10,17.76,No
Control,Toronto,M6N,Fast Casual,No,6,Yes,No,1-10,14.89,No
Control,Durham,L1L,Premium Casual,No,9,Yes,Yes,1-10,16.27,No
Control,Peel,L5G,Casual Dining,Franchise,9,Yes,Yes,1-10,15.6,No
Control,York,L0J,Casual Dining,No,6,Yes,Yes,1-10,17.66,No
Control,Toronto,M0U,Casual Dining,No,10,Yes,No,10-20,19.18,No
Control,Toronto,M8X,Casual Dining,Franchise,8,Yes,Yes,1-10,15.86,No
Control,Toronto,M4E,Family Style,No,16,Yes,Yes,1-10,19.56,No
Control,Toronto,M6W,Fast Food,No,0,No,Yes,1-10,16.85,No
Control,Toronto,M0Z,Casual Dining,Franchise,8,Yes,No,10-20,18.51,No
Control,York,L9N,Casual Dining,No,1,Yes,Yes,10-20,19.04,No
Control,Toronto,M0Z,Fast Food,Franchise,5,Yes,Yes,10-20,15.11,No
Control,York,L9N,Fast Food,No,9,No,No,1-10,18.39,No
Control,Peel,L5M,Fast Food,Franchise,7,Yes,No,1-10,15.09,No
Control,Durham,L1B,Fast Casual,No,16,Yes,No,10-20,13.16,No
Control,York,L0N,Fast Food,Franchise,7,Yes,No,10-20,18.97,No
Control,Toronto,M2O,Family Style,No,2,Yes,Yes,10-20,16.4,No
Control,York,L7B,Family Style,Franchise,5,Yes,No,10-20,13.02,No
Control,Peel,L7C,Fine Dining,Franchise,10,Yes,Yes,10-20,14.05,No
Control,Halton,L9E,Fast Casual,No,10,Yes,No,1-10,17.31,No
Control,York,L6B,Family Style,No,3,Yes,No,10-20,19.63,No
Control,Toronto,M1Y,Casual Dining,No,10,Yes,No,1-10,16.29,No
Control,Toronto,M2Z,Casual Dining,No,16,No,Yes,10-20,9,No
Control,Toronto,M7V,Casual Dining,No,17,Yes,Yes,10-20,17.26,No
Control,Peel,L4T,Fast Casual,No,3,Yes,No,10-20,15.55,No
Control,Toronto,M4G,Fast Casual,Franchise,4,Yes,Yes,10-20,12.7,No
Control,York,L6G,Casual Dining,Franchise,3,Yes,No,20-30,17.97,No
Control,Peel,L6S,Premium Casual,No,5,Yes,Yes,1-10,18.27,No
Control,York,L3P,Fine Dining,No,10,Yes,Yes,10-20,15.15,No
Control,Peel,L7A,Casual Dining,No,10,Yes,Yes,1-10,20.5,No
Control,Halton,L6J,Casual Dining,No,9,Yes,Yes,20-30,20.55,No
Control,Peel,L5M,Family Style,No,17,Yes,No,10-20,15.69,No
Control,Peel,L7K,Fine Dining,Franchise,7,Yes,No,1-10,13.92,No
Control,York,L6G,Casual Dining,Franchise,14,No,No,1-10,17.41,No
Control,Durham,L9L,Family Style,No,23,Yes,Yes,1-10,16.87,No
Control,York,L3X,Family Style,No,14,Yes,No,1-10,15.64,No
Control,York,L3Y,Casual Dining,No,0,No,No,1-10,14.93,No
Control,Durham,L0E,Fine Dining,No,5,Yes,No,1-10,19.7,No
Control,Peel,L5J,Fine Dining,Franchise,7,Yes,Yes,1-10,14.81,No
Control,Toronto,M8A,Casual Dining,No,6,Yes,No,1-10,17.53,No
Control,Toronto,M5G,Family Style,No,4,Yes,No,1-10,15.4,No
Control,York,L0J,Casual Dining,No,23,Yes,No,1-10,17.39,No
Control,Halton,L6M,Casual Dining,Franchise,16,Yes,Yes,10-20,20.28,No
Control,Peel,L6T,Casual Dining,No,9,Yes,No,1-10,13.78,No
Control,Toronto,M2H,Fast Casual,No,6,Yes,Yes,10-20,17.06,No
Control,Durham,L9L,Fast Casual,Franchise,3,Yes,Yes,1-10,17.61,No
Control,Toronto,M7N,Casual Dining,Franchise,10,Yes,No,1-10,13.68,No
Control,Toronto,M9O,Casual Dining,Franchise,4,Yes,No,10-20,16.22,No
Control,Peel,L7K,Fast Casual,Franchise,15,Yes,No,10-20,18.25,No
Control,Toronto,M1N,Fast Casual,Franchise,12,Yes,Yes,20-30,19.44,No
Control,Toronto,M4T,Family Style,No,6,Yes,No,1-10,22.25,No
Control,York,L9N,Fast Food,Franchise,2,Yes,Yes,1-10,24.35,No
Control,York,L9N,Casual Dining,No,9,Yes,No,1-10,17.19,No
Control,Peel,L6S,Fast Casual,No,3,Yes,Yes,1-10,12.62,No
Control,Peel,L7C,Premium Casual,No,19,Yes,No,10-20,13.46,No
Control,Toronto,M1A,Family Style,Franchise,6,Yes,No,1-10,19.31,No
Control,Peel,L6W,Fast Casual,No,2,Yes,Yes,1-10,13.24,No
Control,Peel,L4Z,Family Style,No,10,Yes,No,10-20,18.19,No
Control,Durham,L1R,Premium Casual,No,7,Yes,No,10-20,20.41,No
Control,Durham,L1G,Family Style,No,19,Yes,Yes,10-20,17.8,No
Control,York,L4A,Premium Casual,No,10,No,No,10-20,13.81,No
Control,Halton,L9T,Casual Dining,No,18,No,No,10-20,17.48,No
Control,York,L6E,Casual Dining,No,14,Yes,No,10-20,20,No
Control,Toronto,M9B,Fast Casual,No,0,Yes,Yes,1-10,16.68,No
Control,Toronto,M6T,Casual Dining,No,15,Yes,No,20-30,18.18,No
Control,Halton,L9E,Fine Dining,No,7,Yes,Yes,1-10,17.7,No
Control,Peel,L6V,Fast Food,No,0,Yes,No,10-20,13.11,No
Control,Peel,L4V,Family Style,No,9,Yes,Yes,1-10,23.69,No
Control,York,L6A,Premium Casual,Franchise,6,No,No,1-10,18.57,No
Control,Halton,L9E,Family Style,Franchise,12,Yes,Yes,10-20,14.83,No
Control,Durham,L1V,Casual Dining,No,23,Yes,Yes,1-10,18.92,No
Control,York,L9N,Fast Casual,No,15,No,No,1-10,14.77,No
Control,York,L9N,Fast Food,No,6,Yes,No,1-10,19.14,No
Control,Toronto,M8C,Fine Dining,Franchise,6,Yes,No,10-20,14.28,No
Control,York,L0G,Family Style,No,3,Yes,No,1-10,18.61,No
Control,Peel,L4Z,Casual Dining,Franchise,9,Yes,Yes,10-20,12.57,No
Control,Peel,L4T,Family Style,No,14,Yes,No,1-10,18.08,No
Control,Durham,L9P,Fast Casual,No,16,Yes,Yes,1-10,18.66,No
Control,Halton,L6M,Fine Dining,No,16,No,No,1-10,19.83,No
Control,Durham,L0B,Family Style,Franchise,17,Yes,Yes,1-10,17.17,No
Control,Peel,L6X,Family Style,No,15,Yes,Yes,1-10,18.52,No
Control,Toronto,M8W,Fine Dining,No,13,Yes,No,1-10,16.81,No
Control,Toronto,M7I,Fast Casual,No,11,No,No,1-10,19.44,No
Control,York,L0E,Casual Dining,Franchise,6,Yes,No,10-20,16.67,No
Control,York,L6E,Fast Food,No,5,Yes,No,10-20,16.11,No
Control,Halton,L9E,Fine Dining,No,8,Yes,No,1-10,17.28,No
Control,York,L9N,Casual Dining,No,3,No,Yes,10-20,18.09,No
Control,Peel,L5J,Casual Dining,Franchise,7,Yes,Yes,20-30,18.54,No
Control,Peel,L7A,Fast Casual,No,11,Yes,Yes,10-20,17.78,No
Control,York,L0E,Casual Dining,Franchise,9,No,No,10-20,17.27,No
Control,Durham,L0B,Fine Dining,No,1,Yes,Yes,10-20,18.48,No
Control,Peel,L5P,Fast Food,No,17,Yes,No,10-20,15.4,No
Control,Toronto,M1C,Casual Dining,Franchise,4,Yes,No,1-10,18.49,No
Control,Toronto,M6N,Premium Casual,No,0,No,Yes,1-10,15.88,No
Control,Toronto,M7Q,Fast Casual,No,1,Yes,No,1-10,18.7,No
Control,Peel,L5L,Premium Casual,No,12,Yes,No,10-20,11.23,No
Control,Toronto,M2T,Casual Dining,No,12,Yes,No,1-10,16.4,No
Control,Toronto,M7Y,Fast Casual,Franchise,20,Yes,No,1-10,14.23,No
Control,Durham,L0C,Casual Dining,Franchise,11,Yes,No,10-20,15.65,No
Control,Halton,L0P,Fine Dining,No,11,Yes,No,1-10,18.52,No
Control,Toronto,M0A,Fine Dining,No,11,Yes,No,1-10,16.61,No
Control,York,L3Z,Casual Dining,No,14,No,Yes,1-10,20.93,No
Control,Toronto,M6I,Family Style,No,8,No,Yes,1-10,19.83,No
Control,Toronto,M2Q,Fast Casual,No,12,Yes,Yes,10-20,21.67,No
Control,Toronto,M9N,Fast Casual,Franchise,18,Yes,No,20-30,18.47,No
Control,Durham,L9P,Fast Casual,Franchise,12,Yes,Yes,10-20,21.8,No
Control,Peel,L6T,Family Style,Franchise,3,Yes,No,1-10,17.3,No
Control,Halton,L9T,Casual Dining,No,9,Yes,Yes,1-10,15.08,No
Control,York,L4B,Family Style,Franchise,1,Yes,No,1-10,11.43,No
Control,Toronto,M2R,Casual Dining,No,9,Yes,Yes,1-10,18.2,No
Control,Halton,L9E,Fast Casual,Franchise,5,Yes,Yes,1-10,14.11,No
Control,York,L4G,Casual Dining,Franchise,11,Yes,No,1-10,21.39,No
Control,Durham,L9L,Fast Casual,Franchise,16,Yes,Yes,1-10,21.35,No
Control,Durham,L9L,Casual Dining,No,7,Yes,No,10-20,24.41,No
Control,Durham,L9L,Casual Dining,Franchise,10,Yes,No,10-20,19.79,No
Control,Toronto,M1S,Fast Casual,No,6,Yes,Yes,1-10,16.49,No
Control,Toronto,M0M,Family Style,No,2,Yes,No,10-20,17.06,No
Control,York,L6C,Fast Food,No,9,Yes,Yes,10-20,16.3,No
Control,Halton,L0P,Premium Casual,Franchise,10,Yes,No,1-10,18.65,No
Control,York,L9N,Premium Casual,Franchise,5,Yes,No,10-20,16.08,No
Control,York,L4C,Fast Food,No,21,Yes,Yes,10-20,15.37,No
Control,Peel,L6T,Family Style,No,20,Yes,Yes,1-10,16.78,No
Control,Durham,L9L,Casual Dining,Franchise,4,No,Yes,10-20,18.96,No
Control,York,L6A,Casual Dining,No,0,Yes,Yes,10-20,17.85,No
Control,York,L4E,Fine Dining,Franchise,0,Yes,No,1-10,21.14,No
Control,Durham,L1J,Family Style,No,1,Yes,No,10-20,19.8,No
Control,Toronto,M5T,Premium Casual,No,14,Yes,No,1-10,19.52,No
Control,Halton,L0P,Family Style,Franchise,17,Yes,Yes,10-20,19.16,No
Control,Toronto,M8P,Family Style,No,7,Yes,No,1-10,15.91,No
Control,Peel,L6Z,Fast Casual,Franchise,14,Yes,No,1-10,16.43,No
Control,Toronto,M5O,Fast Casual,Franchise,4,No,No,1-10,16.2,No
Control,Durham,L9L,Casual Dining,No,7,No,No,1-10,19.06,No
Control,York,L6C,Fast Food,No,12,Yes,No,10-20,19.93,No
Control,Toronto,M3I,Premium Casual,No,7,No,No,1-10,20.78,No
Control,Durham,L9L,Casual Dining,Franchise,10,No,Yes,1-10,18.37,No
Control,Toronto,M8Y,Premium Casual,Franchise,6,Yes,No,10-20,17.05,No
Control,Toronto,M2W,Premium Casual,Franchise,1,Yes,Yes,1-10,19.72,No
Control,Durham,L9L,Fast Food,No,17,Yes,No,1-10,15.36,No
Control,Toronto,M2U,Casual Dining,No,9,No,Yes,10-20,18.69,No
Control,York,L3S,Family Style,No,8,Yes,No,1-10,14.89,No
Control,Toronto,M2T,Fast Food,Franchise,6,Yes,No,1-10,21.02,No
Control,Durham,L0B,Fine Dining,No,8,Yes,Yes,10-20,20.13,No
Control,York,L9N,Premium Casual,Franchise,11,Yes,Yes,10-20,23,No
Control,Halton,L0P,Fast Food,No,12,Yes,Yes,1-10,15.82,No
Control,Toronto,M6L,Fast Casual,No,7,No,Yes,1-10,16.9,No
Control,Toronto,M2L,Fast Food,Franchise,15,Yes,Yes,10-20,16.18,No
Control,Durham,L0E,Fine Dining,Franchise,7,No,Yes,10-20,16.95,No
Control,Durham,L0B,Fast Casual,Franchise,10,Yes,Yes,10-20,19.32,No
Control,Halton,L0P,Premium Casual,No,14,Yes,Yes,10-20,19.47,No
Control,Durham,L9L,Casual Dining,Franchise,9,Yes,Yes,20-30,17.5,No
Control,Halton,L9T,Family Style,Franchise,19,Yes,No,10-20,17.6,No
Control,Durham,L9L,Family Style,Franchise,19,Yes,No,1-10,19.33,No
Control,York,L7E,Fast Food,Franchise,4,Yes,Yes,1-10,15.84,No
Control,Durham,L9L,Premium Casual,Franchise,3,Yes,Yes,10-20,18.84,No
Control,Halton,L7R,Premium Casual,No,2,Yes,Yes,10-20,17.56,No
Control,Toronto,M0V,Fast Casual,No,8,Yes,No,20-30,21.13,No
Control,Peel,L6R,Family Style,No,3,Yes,Yes,1-10,17.31,No
Control,Peel,L5S,Casual Dining,No,23,Yes,No,10-20,17.49,No
Control,Durham,L9L,Family Style,No,15,Yes,No,10-20,15.02,No
Control,Toronto,M9W,Fast Casual,No,7,Yes,No,10-20,14.05,No
Control,Durham,L1W,Family Style,No,3,Yes,No,1-10,18.62,No
Control,Toronto,M2S,Fine Dining,Franchise,14,Yes,No,10-20,15.17,No
Control,Toronto,M9S,Fast Casual,No,1,Yes,Yes,1-10,19.63,No
Control,Halton,L6K,Fast Casual,Franchise,22,No,No,10-20,18.1,No
Control,Halton,L6J,Casual Dining,No,10,Yes,Yes,10-20,14.03,No
Control,Durham,L9P,Casual Dining,No,10,Yes,Yes,1-10,18.62,No
Control,Toronto,M5U,Premium Casual,No,8,Yes,Yes,1-10,14.76,No
Control,Halton,L9T,Casual Dining,Franchise,12,Yes,Yes,10-20,19.11,No
Control,Peel,L6V,Casual Dining,No,2,No,No,1-10,15.81,Yes
Control,Toronto,M4Y,Family Style,Franchise,24,No,No,1-10,17.15,No
Control,Peel,L7A,Casual Dining,No,15,No,Yes,10-20,17.27,No
Control,Toronto,M1C,Premium Casual,Franchise,18,Yes,No,10-20,17.07,No
Control,York,L3X,Casual Dining,No,8,Yes,Yes,1-10,22.51,Yes
Control,Durham,L0B,Fast Casual,No,3,Yes,Yes,10-20,14.25,No
Control,Peel,L4W,Premium Casual,Franchise,19,Yes,Yes,1-10,19.07,No
Control,Toronto,M4R,Casual Dining,Franchise,14,Yes,Yes,10-20,12.31,No
Control,York,L3R,Casual Dining,No,7,Yes,No,10-20,16.52,No
Control,Toronto,M4Q,Family Style,Franchise,6,Yes,No,20-30,21.09,No
Control,York,L9N,Casual Dining,No,11,Yes,Yes,1-10,15.86,No
Control,Halton,L0P,Fast Food,Franchise,11,Yes,No,10-20,20.49,No
Control,Toronto,M9E,Fine Dining,No,14,Yes,Yes,10-20,15.8,No
Control,Halton,L7M,Casual Dining,No,15,Yes,No,1-10,17.18,No
Control,Peel,L6S,Fast Casual,No,16,Yes,Yes,10-20,13.85,No
Control,Halton,L6K,Casual Dining,Franchise,6,Yes,No,1-10,15.58,No
Control,Peel,L4T,Casual Dining,No,0,Yes,No,10-20,22.3,No
Control,Toronto,M1I,Casual Dining,Franchise,14,Yes,No,1-10,14.55,Yes
Control,Peel,L5E,Casual Dining,No,4,Yes,Yes,10-20,18.74,No
Control,Peel,L6P,Casual Dining,Franchise,13,Yes,Yes,1-10,16.35,No
Control,Peel,L6Z,Casual Dining,Franchise,4,Yes,Yes,1-10,14.45,No
Control,Peel,L4V,Casual Dining,Franchise,5,Yes,Yes,1-10,17.04,No
Control,Peel,L7K,Premium Casual,No,8,Yes,Yes,1-10,18.5,No
Control,Toronto,M4H,Casual Dining,Franchise,13,No,Yes,1-10,15.04,No
Control,Halton,L7M,Fast Casual,No,3,Yes,No,1-10,20.3,No
Control,Halton,L6H,Casual Dining,No,18,Yes,Yes,10-20,16.67,No
Control,Toronto,M4O,Fast Food,Franchise,3,Yes,No,1-10,14.78,No
Control,Halton,L0P,Fast Food,No,20,Yes,No,10-20,19.06,No
Control,York,L7B,Fast Food,No,9,Yes,No,10-20,15.94,No
Control,Durham,L0B,Fast Casual,Franchise,13,Yes,No,1-10,12.06,No
Control,Toronto,M1L,Casual Dining,No,13,Yes,Yes,1-10,14.73,No
Control,Halton,L6J,Casual Dining,No,6,Yes,No,1-10,19.98,No
Control,Toronto,M2F,Fast Casual,No,2,Yes,No,20-30,20.78,No
Control,Peel,L4W,Premium Casual,Franchise,8,Yes,No,1-10,16.8,No
Control,Toronto,M0V,Casual Dining,No,0,Yes,No,10-20,19.05,No
Control,Peel,L7A,Family Style,No,21,Yes,No,10-20,18.72,No
Control,Toronto,M6H,Fast Food,No,15,Yes,Yes,1-10,17.38,No
Control,Halton,L0P,Fast Food,No,7,Yes,No,1-10,17.37,No
Control,Toronto,M2Z,Fast Food,No,3,Yes,Yes,10-20,18.23,Yes
Control,York,L4L,Casual Dining,Franchise,13,Yes,No,10-20,18.53,No
Control,Toronto,M4C,Fast Casual,No,4,Yes,No,1-10,17.83,No
Control,Toronto,M7V,Casual Dining,Franchise,5,No,No,20-30,18.5,No
Control,Durham,L1R,Fast Casual,Franchise,5,Yes,No,1-10,16.51,No
Control,Halton,L9T,Premium Casual,No,8,Yes,No,1-10,20.12,No
Control,Peel,L5T,Casual Dining,Franchise,6,Yes,Yes,1-10,17.49,No
Control,Toronto,M4S,Family Style,No,17,Yes,Yes,1-10,17.03,No
Control,Peel,L5S,Fast Food,Franchise,15,No,No,20-30,18.11,No
Control,York,L6G,Fast Casual,No,7,Yes,Yes,1-10,20.12,No
Control,Peel,L5L,Premium Casual,No,9,Yes,No,1-10,17.68,No
Control,Toronto,M4W,Family Style,Franchise,6,Yes,No,1-10,20.66,No
Control,York,L7E,Family Style,No,24,Yes,Yes,10-20,21.85,No
Control,Peel,L4V,Casual Dining,No,8,Yes,Yes,10-20,19.69,No
Control,Toronto,M2Q,Fast Casual,No,6,Yes,Yes,10-20,17.07,No
Control,Toronto,M4U,Casual Dining,Franchise,14,Yes,No,10-20,13.99,No
Control,Durham,L0B,Casual Dining,No,5,Yes,No,10-20,17.02,No
Control,Toronto,M9V,Fast Casual,No,1,Yes,Yes,10-20,13.9,No
Control,Toronto,M8O,Family Style,No,2,No,No,1-10,17,No
Control,Toronto,M7H,Premium Casual,No,9,Yes,No,1-10,15.23,No
Control,Peel,L6S,Fast Casual,No,5,Yes,Yes,10-20,14.8,No
Control,Halton,L0P,Casual Dining,No,14,No,No,1-10,19.19,No
Control,York,L4C,Fast Food,No,2,Yes,Yes,1-10,20.39,No
Control,York,L0G,Fast Casual,No,5,Yes,Yes,10-20,16.47,No
Control,Durham,L9L,Fast Food,No,11,No,No,1-10,17.6,No
Control,York,L4B,Family Style,No,13,Yes,No,1-10,15.66,No
Control,Halton,L0P,Fast Casual,No,7,Yes,Yes,1-10,18.04,No
Control,York,L7B,Premium Casual,No,2,Yes,No,10-20,16.32,No
Control,Peel,L6W,Premium Casual,No,5,Yes,Yes,10-20,16.76,No
Control,Durham,L9L,Family Style,No,12,Yes,No,1-10,20.62,No
Control,Peel,L4X,Fast Casual,Franchise,9,No,No,1-10,15.66,No
Control,York,L0J,Family Style,Franchise,9,Yes,Yes,10-20,17.97,No
Control,Durham,L1L,Premium Casual,Franchise,18,No,Yes,1-10,14.89,Yes
Control,Peel,L5R,Premium Casual,No,12,Yes,Yes,10-20,12.26,No
Control,Toronto,M0Z,Casual Dining,No,19,Yes,Yes,10-20,18.76,No
Control,Halton,L6M,Family Style,Franchise,10,Yes,Yes,10-20,18.38,No
Control,Peel,L4V,Fast Casual,Franchise,3,Yes,No,10-20,18.45,No
Control,Peel,L4Y,Premium Casual,No,9,Yes,No,1-10,16.7,No
Control,Toronto,M7C,Casual Dining,No,11,Yes,No,1-10,16.57,No
Control,Durham,L9L,Fast Casual,No,2,Yes,Yes,1-10,15.83,No
Control,Peel,L5B,Family Style,No,6,Yes,No,1-10,15.13,No
Control,York,L6E,Family Style,No,20,Yes,No,10-20,13.14,No
Control,Toronto,M2P,Fast Casual,No,13,Yes,Yes,10-20,19.25,No
Control,Peel,L7C,Fine Dining,Franchise,19,Yes,No,10-20,14.73,No
Control,York,L6B,Casual Dining,No,9,No,No,1-10,20.22,No
Control,Halton,L6M,Casual Dining,Franchise,7,Yes,No,1-10,16.14,No
Control,Toronto,M2P,Family Style,No,5,Yes,No,10-20,18.69,No
Control,Peel,L5G,Fine Dining,No,0,No,No,10-20,16.26,No
Control,York,L6G,Casual Dining,Franchise,3,Yes,Yes,10-20,16.75,No
Control,York,L3X,Casual Dining,No,8,Yes,No,20-30,16.29,No
Control,Peel,L7A,Fast Casual,No,8,No,Yes,1-10,22.5,No
Control,Peel,L6R,Fast Casual,No,17,Yes,Yes,10-20,21.28,No
Control,Peel,L5S,Family Style,No,12,Yes,No,1-10,17.76,No
Control,Peel,L5N,Casual Dining,No,12,Yes,Yes,1-10,16.35,No
Control,Halton,L7R,Casual Dining,Franchise,17,Yes,Yes,1-10,20.09,No
Control,Toronto,M8L,Premium Casual,No,11,No,Yes,10-20,19.56,No
Control,Toronto,M5P,Premium Casual,No,2,Yes,No,1-10,19.43,No
Control,York,L3S,Fast Casual,No,14,Yes,No,10-20,16.83,No
Control,Toronto,M8Q,Fast Casual,No,10,Yes,No,1-10,19.54,No
Control,Toronto,M6R,Fine Dining,Franchise,10,Yes,No,>30,18.07,No
Control,Halton,L6H,Family Style,Franchise,17,Yes,No,1-10,16.87,No
Control,Peel,L5L,Fast Casual,No,14,Yes,Yes,10-20,20.31,No
Control,Peel,L4X,Premium Casual,No,7,Yes,Yes,10-20,15.63,No
Control,Toronto,M3K,Casual Dining,No,10,Yes,No,10-20,18.58,No
Control,Durham,L0C,Family Style,Franchise,16,Yes,No,10-20,18.53,No
Control,Peel,L6X,Fine Dining,Franchise,14,Yes,No,10-20,20.14,No
Control,Peel,L6T,Family Style,Franchise,3,Yes,No,10-20,18.09,No
Control,Toronto,M3P,Fast Food,No,7,Yes,Yes,1-10,14.01,No
Control,York,L4B,Fast Food,No,5,Yes,No,1-10,18.48,No
Control,Peel,L5W,Fine Dining,No,13,Yes,Yes,10-20,14.05,No
Control,Toronto,M9M,Fine Dining,No,18,Yes,No,10-20,22.38,No
Control,Peel,L6W,Casual Dining,Franchise,19,Yes,Yes,20-30,17.5,No
Control,Durham,L0C,Family Style,No,12,Yes,No,1-10,21.28,No
Control,York,L4B,Casual Dining,No,23,Yes,Yes,1-10,16.64,No
Control,Toronto,M5A,Casual Dining,No,19,Yes,No,1-10,19,No
Control,Toronto,M7B,Premium Casual,No,8,Yes,No,10-20,15.36,No
Control,Toronto,M5P,Premium Casual,Franchise,5,Yes,No,10-20,15.49,No
Control,Toronto,M9I,Fine Dining,Franchise,15,Yes,No,1-10,14.8,No
Control,York,L9N,Casual Dining,No,14,Yes,Yes,10-20,16.52,No
Control,York,L4E,Family Style,No,10,Yes,No,1-10,18.29,No
Control,Peel,L7K,Casual Dining,No,22,Yes,Yes,1-10,15.8,No
Control,Toronto,M1G,Fast Casual,Franchise,6,Yes,Yes,1-10,14.57,No
Control,Peel,L5H,Family Style,No,1,Yes,Yes,10-20,19.39,No
Control,Toronto,M7Q,Fast Food,No,18,Yes,No,1-10,23.74,No
Control,Durham,L9L,Fast Casual,Franchise,8,Yes,Yes,10-20,16.64,No
Control,Toronto,M2B,Family Style,Franchise,18,Yes,No,1-10,17.89,No
