type,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q9,Q10
Control,M9H,Toronto,Casual Dining,No,24,Yes,No,16.39,No
Control,M6K,Toronto,Casual Dining,No,8,No,Yes,16.24,No
Control,L7C,Peel,Casual Dining,Franchise,5,Yes,Yes,15.79,No
Control,L9T,Halton,Casual Dining,No,24,Yes,No,13.72,No
Control,M6H,Toronto,Fast Casual,No,7,Yes,Yes,17.87,No
Control,M9Y,Toronto,Casual Dining,Franchise,14,Yes,Yes,14.54,No
Control,L6A,York,Fast Casual,Franchise,10,Yes,Yes,16.06,No
Control,L6B,York,Family Style,Franchise,4,Yes,Yes,16.33,No
Control,L6E,York,Fast Food,No,9,Yes,No,19.82,No
Control,L1M,Durham,Premium Casual,Franchise,2,Yes,Yes,15.95,No
Control,L0B,Durham,Casual Dining,No,24,Yes,Yes,13.95,No
Control,L0N,York,Fast Casual,No,2,Yes,Yes,20.38,No
Control,M3H,Toronto,Family Style,Franchise,0,Yes,No,19.44,No
Control,L1W,Durham,Fast Food,No,10,Yes,No,13.36,No
Control,L9P,Durham,Fast Casual,No,1,Yes,No,22.21,No
Control,L9E,Halton,Casual Dining,No,1,Yes,No,13.8,No
Control,L5C,Peel,Casual Dining,No,1,Yes,Yes,15.19,No
Control,M2T,Toronto,Casual Dining,No,21,Yes,Yes,20.47,No
Control,M8W,Toronto,Family Style,No,19,Yes,No,18.53,No
Control,L5R,Peel,Casual Dining,Franchise,15,Yes,Yes,19.36,No
Control,L6E,York,Fast Casual,No,9,Yes,Yes,19.43,No
Control,L3R,York,Family Style,Franchise,4,Yes,No,14.3,No
Control,L0E,Durham,Fast Casual,Franchise,13,Yes,No,19.23,No
Control,M0C,Toronto,Family Style,No,9,Yes,No,15.83,No
Control,L7K,Peel,Fine Dining,No,10,No,Yes,17.94,No
Control,L6Y,Peel,Family Style,No,14,Yes,Yes,13.38,No
Control,L4C,York,Family Style,Franchise,19,Yes,Yes,19.39,No
Control,L6Y,Peel,Fast Casual,No,9,Yes,Yes,21.14,No
Control,L7E,York,Fast Food,No,7,Yes,No,16.48,No
Control,L6E,York,Fast Casual,No,15,Yes,Yes,16.16,No
Control,L4S,York,Premium Casual,No,23,Yes,Yes,16.06,No
Control,M8K,Toronto,Fast Food,Franchise,16,Yes,No,20.89,No
Control,L0E,Durham,Fast Casual,Franchise,8,Yes,No,16.61,No
Control,M8F,Toronto,Family Style,No,1,Yes,No,14.77,No
Control,L5G,Peel,Casual Dining,No,12,Yes,Yes,18.61,No
Control,L6W,Peel,Fast Casual,No,17,Yes,Yes,16.74,No
Control,L9P,Durham,Fast Food,No,4,Yes,Yes,14.32,No
Control,M8G,Toronto,Family Style,No,11,Yes,Yes,16.11,No
Control,M3X,Toronto,Casual Dining,No,15,Yes,No,20.97,No
Control,L4A,York,Premium Casual,No,14,Yes,No,16.66,No
Control,L3X,York,Casual Dining,No,13,No,Yes,16.59,No
Control,M7G,Toronto,Family Style,No,1,No,No,16.7,Yes
Control,L7L,Halton,Family Style,No,9,Yes,No,17.44,No
Control,M1Q,Toronto,Casual Dining,No,16,Yes,No,19.22,No
Control,L9N,York,Casual Dining,No,2,Yes,No,16.35,No
Control,M2O,Toronto,Premium Casual,Franchise,6,No,Yes,14.32,No
Control,L9L,Durham,Fast Casual,No,12,Yes,No,22.88,No
Control,L6G,York,Fast Casual,No,9,Yes,Yes,18.31,No
Control,L7L,Halton,Family Style,Franchise,13,Yes,No,18.79,No
Control,L9T,Halton,Casual Dining,No,5,Yes,No,18.07,No
Control,L0H,York,Fast Casual,No,13,Yes,No,21.98,No
Control,L9L,Durham,Family Style,No,9,Yes,Yes,15.33,No
Control,L7T,Halton,Premium Casual,Franchise,8,No,Yes,16.6,No
Control,M1U,Toronto,Fast Food,No,7,Yes,No,19.95,No
Control,L6V,Peel,Fast Casual,Franchise,6,Yes,Yes,20.84,No
Control,L5T,Peel,Fine Dining,No,9,Yes,Yes,22,No
Control,L1G,Durham,Fast Casual,No,12,Yes,No,18.24,No
Control,M6L,Toronto,Casual Dining,No,10,Yes,No,20.51,No
Control,M0J,Toronto,Casual Dining,No,2,Yes,Yes,16.46,No
Control,M6D,Toronto,Fine Dining,Franchise,16,No,Yes,15.6,No
Control,L6H,Halton,Fast Casual,Franchise,7,Yes,Yes,20.19,No
Control,L7A,Peel,Fast Casual,No,11,Yes,Yes,12.23,No
Control,L4X,Peel,Fast Casual,Franchise,3,Yes,Yes,18.46,No
Control,M8Y,Toronto,Fine Dining,No,2,No,No,18.89,No
Control,L5V,Peel,Fast Food,No,1,Yes,Yes,16.19,No
Control,L0B,Durham,Fast Casual,No,4,Yes,Yes,14.66,No
Control,L1X,Durham,Fast Casual,Franchise,1,Yes,No,13.32,No
Control,L5V,Peel,Casual Dining,Franchise,10,Yes,Yes,19.16,No
Control,L0B,Durham,Fast Casual,No,5,Yes,Yes,12.77,No
Control,L3P,York,Family Style,No,14,Yes,No,14.02,No
Control,L7S,Halton,Family Style,No,17,Yes,Yes,19.27,No
Control,M2T,Toronto,Premium Casual,No,3,Yes,No,15.85,No
Control,L6B,York,Fine Dining,Franchise,5,Yes,Yes,18.11,No
Control,L9N,York,Fast Food,No,21,Yes,No,17.18,No
Control,L6L,Halton,Family Style,No,0,Yes,No,18.95,No
Control,L6Y,Peel,Casual Dining,Franchise,14,Yes,Yes,20.61,No
Control,L6Z,Peel,Casual Dining,No,8,Yes,Yes,15.41,No
Control,M1M,Toronto,Fast Casual,No,1,Yes,Yes,14.94,No
Control,M4A,Toronto,Fast Casual,Franchise,15,Yes,No,14.65,No
Control,M3Z,Toronto,Fine Dining,Franchise,14,Yes,Yes,16.34,No
Control,L5C,Peel,Fast Casual,No,12,Yes,Yes,16.1,No
Control,L9E,Halton,Family Style,No,7,Yes,No,20.67,No
Control,L9N,York,Family Style,No,2,Yes,No,18.19,No
Control,L9L,Durham,Premium Casual,No,16,Yes,Yes,20.51,No
Control,M2S,Toronto,Premium Casual,Franchise,8,Yes,Yes,15.76,No
Control,L1Y,Durham,Family Style,Franchise,18,Yes,Yes,17.25,No
Control,L4A,York,Casual Dining,No,3,Yes,No,16.54,No
Control,L6E,York,Casual Dining,Franchise,11,Yes,Yes,18.52,No
Control,M2I,Toronto,Family Style,No,14,Yes,No,14.38,No
Control,L3X,York,Fast Casual,Franchise,14,Yes,Yes,26.02,No
Control,L7K,Peel,Casual Dining,No,11,Yes,No,20.62,No
Control,L4E,York,Casual Dining,No,11,Yes,No,18.84,No
Control,M6D,Toronto,Fast Food,No,18,Yes,Yes,17.6,No
Control,L7E,York,Fine Dining,Franchise,7,Yes,No,15.42,No
Control,M4U,Toronto,Casual Dining,Franchise,16,Yes,No,16.37,No
Control,L4V,Peel,Fast Casual,No,3,Yes,Yes,17.18,No
Control,L9L,Durham,Casual Dining,No,15,Yes,Yes,17.35,No
Control,L3P,York,Casual Dining,No,4,Yes,Yes,18.35,No
Control,L3R,York,Casual Dining,No,13,Yes,No,19.24,No
Control,L0B,Durham,Premium Casual,No,0,Yes,No,17.86,No
Control,L7P,Halton,Family Style,No,10,Yes,Yes,14.42,No
Control,M3S,Toronto,Fine Dining,No,5,Yes,No,16.43,No
Control,L7A,Peel,Fast Casual,No,8,Yes,No,19.47,No
Control,L3P,York,Casual Dining,No,9,Yes,No,15.14,No
Control,L7K,Peel,Fine Dining,Franchise,15,Yes,Yes,15.6,No
Control,L4C,York,Fast Casual,No,4,Yes,Yes,18.65,No
Control,L3X,York,Premium Casual,No,5,Yes,No,18.38,No
Control,L3S,York,Fast Food,No,5,Yes,Yes,19.14,No
Control,L6A,York,Premium Casual,No,15,No,No,17.83,No
Control,L6P,Peel,Casual Dining,No,12,Yes,No,22.34,No
Control,L7A,Peel,Casual Dining,No,18,Yes,Yes,16.75,No
Control,M0T,Toronto,Fast Casual,Franchise,8,Yes,Yes,16.33,No
Control,L6T,Peel,Fine Dining,Franchise,1,Yes,Yes,17.49,No
Control,L7E,York,Premium Casual,Franchise,2,Yes,Yes,20.93,No
Control,L0C,Durham,Premium Casual,Franchise,11,No,Yes,19.33,No
Control,L7L,Halton,Fast Casual,No,0,Yes,Yes,17.54,No
Control,M7K,Toronto,Fast Food,No,15,No,Yes,16.61,No
Control,L3Z,York,Fast Casual,No,22,No,Yes,18.9,No
Control,M5X,Toronto,Premium Casual,Franchise,15,Yes,Yes,16.94,No
Control,M2M,Toronto,Fast Food,No,16,No,Yes,17.25,No
Control,L9P,Durham,Casual Dining,Franchise,1,Yes,No,17.85,No
Control,L4Z,Peel,Fine Dining,No,4,Yes,Yes,17.88,No
Control,L9N,York,Casual Dining,No,9,Yes,No,18.63,No
Control,L9L,Durham,Family Style,No,1,No,Yes,21.7,No
Control,L1P,Durham,Casual Dining,No,3,Yes,Yes,13.19,No
Control,L5H,Peel,Fast Food,No,6,No,Yes,15.58,No
Control,L4T,Peel,Fast Casual,Franchise,10,Yes,Yes,21.89,No
Control,L7A,Peel,Casual Dining,Franchise,15,Yes,Yes,16.74,No
Control,L0B,Durham,Fast Food,No,14,Yes,Yes,19.08,No
Control,L5E,Peel,Family Style,Franchise,1,Yes,Yes,18.91,No
Control,M6M,Toronto,Casual Dining,Franchise,20,Yes,Yes,14.65,No
Control,M2S,Toronto,Fast Food,Franchise,4,Yes,Yes,15.73,No
Control,L9T,Halton,Casual Dining,No,14,Yes,Yes,19.67,No
Control,L7A,Peel,Premium Casual,No,8,Yes,No,17.99,No
Control,L7P,Halton,Casual Dining,Franchise,5,Yes,No,18.43,No
Control,L7M,Halton,Fast Food,Franchise,10,Yes,No,19.63,No
Control,M0F,Toronto,Fast Casual,Franchise,2,Yes,Yes,18.67,No
Control,M3K,Toronto,Fine Dining,Franchise,8,No,Yes,12.68,No
Control,L1V,Durham,Casual Dining,No,12,Yes,Yes,17.11,No
Control,L6B,York,Casual Dining,Franchise,2,Yes,No,16.1,No
Control,L9P,Durham,Fast Food,Franchise,16,Yes,Yes,14.99,No
Control,L9T,Halton,Fast Food,No,0,Yes,No,18.37,No
Control,L0N,York,Fine Dining,Franchise,8,No,No,14.71,No
Control,M9O,Toronto,Fast Food,No,1,No,No,14.92,No
Control,L1W,Durham,Fast Food,No,7,Yes,No,15.5,No
Control,M8A,Toronto,Premium Casual,No,21,Yes,No,15.22,No
Control,L5P,Peel,Premium Casual,Franchise,4,Yes,No,18.47,No
Control,L9E,Halton,Fast Food,Franchise,19,No,No,15.05,No
Control,L4V,Peel,Fine Dining,Franchise,3,No,No,20.23,No
Control,L4H,York,Casual Dining,No,8,Yes,No,13.43,No
Control,L4B,York,Family Style,No,15,Yes,No,15.82,No
Control,L3P,York,Fast Casual,No,17,Yes,Yes,20.52,No
Control,L6J,Halton,Fast Food,No,1,Yes,No,20.65,No
Control,M1T,Toronto,Family Style,No,2,Yes,No,17.33,No
Control,L5E,Peel,Premium Casual,No,3,Yes,No,17.88,No
Control,L9L,Durham,Casual Dining,Franchise,1,No,Yes,15.28,No
Control,M5R,Toronto,Casual Dining,No,7,Yes,Yes,14.82,No
Control,L4S,York,Fine Dining,No,13,Yes,Yes,17.15,No
Control,L4V,Peel,Fine Dining,No,13,No,No,17.82,No
Control,L0J,York,Fast Food,No,1,Yes,No,17.78,No
Control,L6R,Peel,Casual Dining,Franchise,19,Yes,Yes,18.8,No
Control,M1V,Toronto,Fine Dining,No,4,Yes,No,15.58,No
Control,L9T,Halton,Fast Casual,No,0,Yes,Yes,15.11,No
Control,L6R,Peel,Casual Dining,No,1,Yes,Yes,17.35,No
Control,L9L,Durham,Fast Casual,No,6,Yes,Yes,14.51,No
Control,M0H,Toronto,Casual Dining,Franchise,15,No,No,14.99,No
Control,M2J,Toronto,Premium Casual,No,8,Yes,Yes,20.43,No
Control,L5S,Peel,Premium Casual,No,1,Yes,No,22.88,No
Control,L5W,Peel,Family Style,Franchise,1,No,Yes,18.77,No
Control,L0P,Halton,Casual Dining,No,4,Yes,No,18.64,No
Control,M1B,Toronto,Fast Casual,No,15,Yes,No,19.4,No
Control,M2P,Toronto,Casual Dining,No,9,Yes,Yes,18.66,No
Control,M7K,Toronto,Fast Casual,No,15,Yes,No,18.42,No
Control,L7E,York,Fine Dining,Franchise,8,Yes,No,16.85,No
Control,M2U,Toronto,Casual Dining,Franchise,3,Yes,No,15.78,No
Control,L4T,Peel,Fine Dining,No,12,Yes,No,16.52,No
Control,L4Y,Peel,Fast Casual,No,16,Yes,Yes,18.04,Yes
Control,M3G,Toronto,Fine Dining,No,12,Yes,No,15.77,No
Control,L0P,Halton,Fast Casual,No,19,Yes,No,15.34,No
Control,L3Y,York,Casual Dining,No,1,Yes,No,13.02,No
Control,L7C,Peel,Family Style,No,14,Yes,No,14.09,No
Control,M6S,Toronto,Family Style,No,18,Yes,No,14.96,No
Control,L6V,Peel,Family Style,No,2,Yes,Yes,15.24,No
Control,M6X,Toronto,Family Style,No,12,Yes,Yes,16.23,No
Control,L3S,York,Family Style,Franchise,19,No,Yes,18.93,No
Control,M8U,Toronto,Casual Dining,No,7,Yes,Yes,20.04,No
Control,M3F,Toronto,Fast Food,No,2,Yes,No,16.33,No
Control,M0J,Toronto,Fine Dining,No,16,Yes,No,19.53,No
Control,M3B,Toronto,Casual Dining,Franchise,11,Yes,No,14.48,No
Control,L6Y,Peel,Fast Food,Franchise,5,Yes,No,18.54,No
Control,M3H,Toronto,Fast Casual,Franchise,14,Yes,No,16.79,No
Control,L9N,York,Fast Food,No,21,No,Yes,21.26,No
Control,L4W,Peel,Casual Dining,No,9,Yes,No,16.77,No
Control,M0R,Toronto,Fine Dining,No,6,Yes,No,23.59,No
Control,L9P,Durham,Casual Dining,No,12,Yes,No,19,No
Control,L1B,Durham,Fast Casual,Franchise,7,No,Yes,16.72,No
Control,M1J,Toronto,Casual Dining,No,20,Yes,No,14.73,No
Control,M2Q,Toronto,Family Style,No,11,Yes,No,14.85,No
Control,M8Y,Toronto,Casual Dining,Franchise,11,Yes,No,15.64,No
Control,L4S,York,Fast Food,Franchise,16,Yes,No,13.8,No
Control,L4P,York,Casual Dining,Franchise,13,Yes,Yes,20.8,No
Control,L0C,Durham,Fast Casual,No,3,Yes,Yes,16.68,No
Control,L7K,Peel,Casual Dining,No,7,Yes,No,16.92,No
Control,L4T,Peel,Casual Dining,No,4,Yes,Yes,16.51,No
Control,M6M,Toronto,Fast Food,No,19,Yes,No,17.44,No
Control,M7O,Toronto,Fine Dining,Franchise,16,Yes,No,15.93,No
Control,L1W,Durham,Family Style,No,10,Yes,No,16.92,No
Control,L9E,Halton,Casual Dining,No,13,Yes,No,19.52,No
Control,L9N,York,Family Style,Franchise,9,Yes,Yes,19.41,No
Control,L6J,Halton,Fast Casual,No,12,Yes,No,16.58,No
Control,L5C,Peel,Fast Casual,Franchise,3,Yes,Yes,17.32,No
Control,L4V,Peel,Casual Dining,No,2,Yes,Yes,18.11,No
Control,L0H,York,Premium Casual,No,11,Yes,No,16.62,No
Control,L3X,York,Family Style,No,7,Yes,Yes,17.84,No
Control,L4T,Peel,Casual Dining,No,10,No,No,21.08,No
Control,M4T,Toronto,Casual Dining,No,21,Yes,No,16.93,No
Control,L1L,Durham,Premium Casual,No,30,Yes,Yes,19.54,No
Control,L4V,Peel,Family Style,No,4,No,No,19.42,No
Control,M6Y,Toronto,Casual Dining,No,4,Yes,Yes,16.9,No
Control,M2I,Toronto,Casual Dining,Franchise,15,Yes,No,16.35,No
Control,L0C,Durham,Family Style,No,2,Yes,Yes,17.82,No
Control,L0G,York,Fine Dining,No,2,Yes,Yes,21.56,No
Control,M4V,Toronto,Premium Casual,Franchise,2,Yes,No,14.48,No
Control,L1G,Durham,Fast Casual,No,7,Yes,Yes,14.3,No
Control,L9E,Halton,Premium Casual,Franchise,16,Yes,Yes,20.22,No
Control,M5A,Toronto,Fast Casual,No,3,Yes,No,17.17,No
Control,L9L,Durham,Fine Dining,No,12,Yes,No,13.63,No
Control,L6C,York,Premium Casual,Franchise,18,Yes,No,16.17,No
Control,L3Z,York,Fast Casual,Franchise,0,Yes,No,14.65,No
Control,M0H,Toronto,Fast Food,No,24,Yes,Yes,15.97,No
Control,L0P,Halton,Family Style,No,1,Yes,Yes,12.59,No
Control,L7K,Peel,Fast Casual,No,10,Yes,Yes,15.48,No
Control,L6M,Halton,Fast Food,Franchise,8,Yes,Yes,17.45,No
Control,L9T,Halton,Family Style,Franchise,1,Yes,No,23.77,No
Control,M9F,Toronto,Casual Dining,No,9,Yes,Yes,14.34,No
Control,L5N,Peel,Fine Dining,No,9,No,No,17.26,No
Control,M3R,Toronto,Family Style,Franchise,12,Yes,No,16.9,No
Control,L5H,Peel,Family Style,Franchise,9,Yes,No,21.56,No
Control,L4P,York,Casual Dining,No,29,Yes,No,17.94,No
Control,L9L,Durham,Fast Food,No,9,Yes,Yes,20.35,No
Control,L6A,York,Family Style,No,7,Yes,No,14.2,No
Control,M6S,Toronto,Fast Casual,No,8,Yes,No,14.72,No
Control,L6E,York,Casual Dining,No,26,Yes,No,13.81,No
Control,L7M,Halton,Family Style,Franchise,13,Yes,No,21.55,No
Control,L7L,Halton,Premium Casual,No,2,Yes,Yes,16.75,No
Control,M2Y,Toronto,Fine Dining,No,7,No,No,18.5,No
Control,L1K,Durham,Casual Dining,No,16,Yes,No,20.69,No
Control,M8G,Toronto,Family Style,Franchise,15,Yes,Yes,14.95,No
Control,L4V,Peel,Fast Casual,No,3,Yes,Yes,16.71,No
Control,L7K,Peel,Fast Casual,No,4,Yes,No,15.72,No
Control,L4X,Peel,Fast Casual,No,14,Yes,Yes,18.31,No
Control,L4X,Peel,Fast Casual,No,16,Yes,No,14.73,No
Control,L7E,York,Family Style,No,20,Yes,No,23.75,No
Control,L4C,York,Family Style,No,7,Yes,Yes,20.58,No
Control,L7N,Halton,Fine Dining,No,5,No,Yes,17.49,No
Control,L4Z,Peel,Casual Dining,Franchise,1,Yes,Yes,12.73,No
Control,L4X,Peel,Family Style,Franchise,9,Yes,No,17.89,No
Control,L6X,Peel,Fast Casual,No,11,Yes,No,16.22,No
Control,L0P,Halton,Casual Dining,No,5,Yes,No,17.2,No
Control,L4V,Peel,Casual Dining,Franchise,17,Yes,Yes,12.78,No
Control,L7C,Peel,Fine Dining,No,4,Yes,Yes,21.67,No
Control,L7L,Halton,Fast Casual,No,9,Yes,No,20.68,No
Control,L1L,Durham,Family Style,Franchise,7,Yes,No,17.27,No
Control,L0B,Durham,Casual Dining,No,13,No,Yes,17.2,No
Control,M2A,Toronto,Premium Casual,No,5,Yes,No,16.42,No
Control,L0E,Durham,Family Style,Franchise,5,Yes,No,19.7,No
Control,M0I,Toronto,Fast Casual,No,4,Yes,No,15.41,No
Control,L0P,Halton,Casual Dining,Franchise,15,Yes,No,18.17,No
Control,L7E,York,Premium Casual,Franchise,6,No,No,18.29,No
Control,L9L,Durham,Family Style,Franchise,4,Yes,Yes,14.8,No
Control,L9P,Durham,Casual Dining,Franchise,5,Yes,No,19.8,No
Control,L6P,Peel,Family Style,No,14,Yes,No,18.98,No
Control,L6C,York,Premium Casual,No,2,Yes,No,19.59,No
Control,L6X,Peel,Fast Casual,No,17,Yes,Yes,15.22,No
Control,L3S,York,Casual Dining,No,6,Yes,No,15.07,No
Control,L7S,Halton,Casual Dining,Franchise,13,Yes,No,16.27,Yes
Control,L9L,Durham,Casual Dining,Franchise,21,Yes,Yes,17.94,No
Control,L4E,York,Casual Dining,Franchise,16,No,Yes,15.95,No
Control,M4L,Toronto,Fast Casual,No,12,Yes,Yes,12.96,No
Control,L0B,Durham,Fast Casual,No,6,Yes,Yes,18.07,No
Control,L5C,Peel,Family Style,No,14,Yes,No,17.17,No
Control,M7R,Toronto,Casual Dining,No,12,Yes,Yes,20.88,No
Control,L1V,Durham,Family Style,No,6,Yes,Yes,21.46,No
Control,L7K,Peel,Casual Dining,Franchise,8,Yes,No,21.75,No
Control,L6M,Halton,Fast Food,No,10,No,Yes,17.2,No
Control,L5K,Peel,Casual Dining,No,6,Yes,Yes,19.46,No
Control,L6R,Peel,Fine Dining,No,6,Yes,No,22.18,No
Control,M4D,Toronto,Premium Casual,No,10,Yes,No,17.76,No
Control,L6P,Peel,Family Style,Franchise,7,Yes,Yes,19.96,No
Control,L6V,Peel,Casual Dining,No,2,No,No,19.03,No
Control,M2G,Toronto,Fast Casual,No,16,Yes,Yes,17.83,No
Control,L9E,Halton,Casual Dining,No,8,Yes,No,15.7,No
Control,M8M,Toronto,Casual Dining,No,8,Yes,No,18.84,No
Control,L5P,Peel,Fast Food,Franchise,9,Yes,No,15.99,No
Control,M7S,Toronto,Fast Casual,No,18,Yes,No,18.65,No
Control,L0C,Durham,Fast Casual,No,9,Yes,Yes,18.79,No
Control,M6E,Toronto,Casual Dining,No,16,Yes,No,20.13,No
Control,L6R,Peel,Casual Dining,Franchise,9,Yes,Yes,22.26,No
Control,L6J,Halton,Fast Casual,No,3,Yes,Yes,18.77,No
Control,L4X,Peel,Fine Dining,Franchise,2,Yes,Yes,12.38,No
Control,L0H,York,Fine Dining,Franchise,6,Yes,No,15.13,No
Control,L9T,Halton,Casual Dining,No,1,No,Yes,16.75,No
Control,L6V,Peel,Family Style,No,3,Yes,No,17.21,No
Control,L0N,York,Casual Dining,No,8,Yes,Yes,15.26,No
Control,M2F,Toronto,Premium Casual,No,14,Yes,No,17.11,No
Control,L7E,York,Fine Dining,Franchise,5,Yes,Yes,18.2,No
Control,L6H,Halton,Family Style,No,11,Yes,Yes,18.08,No
Control,L0H,York,Casual Dining,No,11,Yes,No,13.71,No
Control,M8D,Toronto,Premium Casual,No,9,Yes,Yes,15.43,No
Control,M8K,Toronto,Premium Casual,No,11,Yes,Yes,16.92,No
Control,L7K,Peel,Casual Dining,Franchise,9,No,No,19.23,No
Control,M4I,Toronto,Fast Food,No,16,Yes,Yes,16.75,No
Control,L6T,Peel,Fast Casual,Franchise,11,No,No,17.7,No
Control,L9E,Halton,Fast Casual,Franchise,13,Yes,No,22.68,No
Control,L9T,Halton,Fast Food,No,2,Yes,No,14.28,No
Control,L6R,Peel,Fast Casual,Franchise,18,Yes,Yes,15.38,No
Control,L9P,Durham,Fast Casual,No,4,Yes,Yes,16.85,No
Control,M6V,Toronto,Casual Dining,Franchise,10,Yes,Yes,17.14,No
Control,L6A,York,Fast Food,No,4,Yes,No,20.03,No
Control,M0K,Toronto,Casual Dining,Franchise,17,Yes,No,19.07,No
Control,L1L,Durham,Family Style,No,12,Yes,Yes,19.9,No
Control,L6S,Peel,Family Style,No,8,Yes,No,15.79,No
Control,L0N,York,Fast Food,No,9,No,No,13.54,No
Control,M8M,Toronto,Fast Casual,No,6,Yes,Yes,18.96,No
Control,L7S,Halton,Family Style,No,8,Yes,No,13.36,No
Control,L4E,York,Casual Dining,No,10,Yes,Yes,18.03,No
Control,L6G,York,Family Style,No,9,Yes,No,12.58,No
Control,L5C,Peel,Fine Dining,Franchise,4,Yes,Yes,20.59,No
Control,L9N,York,Fast Casual,Franchise,17,No,No,19.77,No
Control,L4X,Peel,Fast Food,Franchise,10,Yes,No,20.58,No
Control,M6N,Toronto,Premium Casual,No,10,Yes,No,15.35,No
Control,M5Z,Toronto,Casual Dining,No,13,Yes,No,17.39,No
Control,L5R,Peel,Fine Dining,No,18,Yes,No,19.46,No
Control,L7L,Halton,Premium Casual,Franchise,2,Yes,Yes,19.55,No
Control,L3Z,York,Family Style,No,4,Yes,Yes,12.73,No
Control,M0N,Toronto,Premium Casual,Franchise,10,Yes,No,19.23,No
Control,M8F,Toronto,Fast Casual,Franchise,12,Yes,No,21.89,No
Control,M2H,Toronto,Family Style,Franchise,10,No,Yes,21.32,No
Control,L0P,Halton,Fast Food,No,15,No,No,13.41,No
Control,M7D,Toronto,Casual Dining,No,4,No,No,21.34,No
Control,L5M,Peel,Fast Food,No,20,Yes,No,19.43,No
Control,L1S,Durham,Casual Dining,Franchise,15,Yes,Yes,26.34,No
Control,M0Z,Toronto,Fast Casual,No,3,Yes,Yes,18.24,No
Control,L1V,Durham,Casual Dining,Franchise,0,Yes,No,19.81,No
Control,L0P,Halton,Fast Casual,Franchise,18,No,No,21.13,No
Control,M0G,Toronto,Premium Casual,No,8,Yes,Yes,16.4,No
Control,L6T,Peel,Casual Dining,Franchise,11,Yes,No,19.28,No
Control,L4Y,Peel,Casual Dining,No,3,Yes,No,22.21,No
Control,L9L,Durham,Fast Food,No,10,Yes,No,16.35,No
Control,M6V,Toronto,Family Style,Franchise,8,Yes,Yes,17.58,No
Control,M8Y,Toronto,Fast Food,No,3,Yes,No,17.01,No
Control,L7B,York,Fast Food,No,2,No,No,17.35,No
Control,L3Y,York,Casual Dining,Franchise,6,Yes,Yes,15.66,Yes
Control,L6C,York,Fine Dining,Franchise,11,Yes,Yes,10.3,No
Control,L7P,Halton,Fast Food,No,14,Yes,No,13.96,No
Control,M0X,Toronto,Premium Casual,No,1,Yes,No,14.31,No
Control,L7E,York,Fast Food,Franchise,12,No,No,16,No
Control,M7E,Toronto,Fast Casual,No,3,Yes,Yes,18.64,No
Control,L6P,Peel,Fast Food,No,5,Yes,Yes,21.06,No
Control,L4L,York,Fast Food,No,12,Yes,Yes,16.04,No
Control,L6S,Peel,Casual Dining,No,7,Yes,No,15.7,No
Control,L3R,York,Fast Food,No,8,Yes,Yes,17.3,No
Control,L4Y,Peel,Fast Casual,No,9,Yes,Yes,14.11,No
Control,M6S,Toronto,Casual Dining,No,4,Yes,Yes,14.79,No
Control,L1X,Durham,Family Style,Franchise,6,Yes,Yes,19.03,No
Control,L7E,York,Fast Casual,No,23,Yes,No,17.13,No
Control,L7E,York,Family Style,No,16,Yes,Yes,20.68,No
Control,L3R,York,Premium Casual,No,1,Yes,Yes,16.6,No
Control,M1R,Toronto,Fine Dining,Franchise,17,Yes,No,16.08,No
Control,L4E,York,Fast Food,No,10,Yes,Yes,20.46,No
Control,L9L,Durham,Casual Dining,No,9,Yes,No,18.85,No
Control,M0N,Toronto,Casual Dining,No,5,Yes,Yes,17.12,No
Control,L7K,Peel,Fast Food,Franchise,24,Yes,Yes,20.55,No
Control,L3P,York,Family Style,No,11,No,Yes,14.41,No
Control,M8O,Toronto,Fast Casual,No,11,Yes,No,19.24,No
Control,L5A,Peel,Family Style,No,17,Yes,Yes,20.52,No
Control,M5F,Toronto,Fine Dining,No,11,Yes,Yes,17.39,No
Control,L9N,York,Casual Dining,No,15,Yes,Yes,19.55,No
Control,L6Y,Peel,Casual Dining,Franchise,10,No,Yes,17.91,No
Control,L6R,Peel,Family Style,No,10,Yes,No,18.2,No
Control,L5L,Peel,Fast Casual,No,2,Yes,No,16.28,No
Control,L7C,Peel,Casual Dining,No,2,Yes,Yes,21.43,No
Control,M7G,Toronto,Casual Dining,No,4,Yes,Yes,16.13,No
Control,L7C,Peel,Family Style,No,18,Yes,No,17.14,No
Control,L9N,York,Family Style,No,7,Yes,No,19.75,No
Control,L6K,Halton,Casual Dining,No,0,No,Yes,22,No
Control,L6X,Peel,Family Style,Franchise,10,Yes,No,19.57,No
Control,M0G,Toronto,Premium Casual,Franchise,12,Yes,No,11.43,No
Control,M8H,Toronto,Casual Dining,Franchise,12,Yes,Yes,17.3,No
Control,M8E,Toronto,Fast Casual,No,13,No,No,16.75,No
Control,L7C,Peel,Family Style,No,11,Yes,No,17.58,No
Control,L0C,Durham,Family Style,No,1,Yes,Yes,15.28,No
Control,M6G,Toronto,Fast Casual,No,9,No,No,13.82,No
Control,L7K,Peel,Fast Food,No,23,Yes,Yes,14.26,No
Control,M8X,Toronto,Fast Casual,No,7,Yes,No,19.34,No
Control,L5P,Peel,Casual Dining,No,14,Yes,Yes,13.35,No
Control,L6C,York,Fast Food,No,4,Yes,No,20.29,No
